Flow Rate,LCOW,Specific Energy Consumption
1.16e-06,165.83226993884645,0.025078873301394206
0.00071287,0.558932891450716,0.025078873323632712
0.00142458,0.42435493117781686,0.025078873370237138
0.00213629,0.4694829105337141,0.0250788732847853
0.002848,0.42451991023953495,0.025078873285024866
