Flow Rate,Reactor cost,LCOW
1.16e-06,1000.0,317.6198392661708
1.16e-06,8444.444444444445,395.34476520138946
1.16e-06,15888.888888888889,473.0696911366103
1.16e-06,23333.333333333332,550.794617071831
1.16e-06,30777.777777777777,628.5195430070519
1.16e-06,38222.22222222222,706.244468942275
1.16e-06,45666.666666666664,783.9693948774953
1.16e-06,53111.11111111111,861.6943208127163
1.16e-06,60555.555555555555,939.4192467479374
1.16e-06,68000.0,1017.1441726837508
0.0003174755555555555,1000.0,1.1833852107112142
0.0003174755555555555,8444.444444444445,1.4673784581928853
0.0003174755555555555,15888.888888888889,1.7513717056766218
0.0003174755555555555,23333.333333333332,2.0353649531603577
0.0003174755555555555,30777.777777777777,2.3193582006440945
0.0003174755555555555,38222.22222222222,2.6033514482186964
0.0003174755555555555,45666.666666666664,2.8873446956911994
0.0003174755555555555,53111.11111111111,3.171337943160392
0.0003174755555555555,60555.555555555555,3.4553311906266986
0.0003174755555555555,68000.0,3.739324438090491
0.0006337911111111111,1000.0,0.6042254844232322
0.0006337911111111111,8444.444444444445,0.746481998339231
0.0006337911111111111,15888.888888888889,0.8887385122573158
0.0006337911111111111,23333.333333333332,1.0309950261754004
0.0006337911111111111,30777.777777777777,1.173251540093485
0.0006337911111111111,38222.22222222222,1.3155080540581299
0.0006337911111111111,45666.666666666664,1.4577645679706142
0.0006337911111111111,53111.11111111111,1.600021081881428
0.0006337911111111111,60555.555555555555,1.7422775957907837
0.0006337911111111111,68000.0,1.884534109698868
0.0009501066666666666,1000.0,0.4107008389181785
0.0009501066666666666,8444.444444444445,0.5055964092579368
0.0009501066666666666,15888.888888888889,0.600491979599814
0.0009501066666666666,23333.333333333332,0.6953875499416913
0.0009501066666666666,30777.777777777777,0.7902831202835686
0.0009501066666666666,38222.22222222222,0.8851786906573533
0.0009501066666666666,45666.666666666664,0.980074260995497
0.0009501066666666666,53111.11111111111,1.0749698313325124
0.0009501066666666666,60555.555555555555,1.1698654016685432
0.0009501066666666666,68000.0,1.2647609720037143
0.001266422222222222,1000.0,0.31384988514482476
0.001266422222222222,8444.444444444445,0.3850432931837578
0.001266422222222222,15888.888888888889,0.4562367012248552
0.001266422222222222,23333.333333333332,0.5274301092659525
0.001266422222222222,30777.777777777777,0.5986235173070499
0.001266422222222222,38222.22222222222,0.6698169253728395
0.001266422222222222,45666.666666666664,0.7410103334111264
0.001266422222222222,53111.11111111111,0.812203741448553
0.001266422222222222,60555.555555555555,0.8833971494852283
0.001266422222222222,68000.0,0.9545905575212483
0.0015827377777777776,1000.0,0.2557109197741729
0.0015827377777777776,8444.444444444445,0.3126760818379043
0.0015827377777777776,15888.888888888889,0.36964124390385705
0.0015827377777777776,23333.333333333332,0.4266064059698098
0.0015827377777777776,30777.777777777777,0.4835715680357626
0.0015827377777777776,38222.22222222222,0.5405367301221724
0.0015827377777777776,45666.666666666664,0.5975018921858605
0.0015827377777777776,53111.11111111111,0.6544670542488471
0.0015827377777777776,60555.555555555555,0.7114322163112201
0.0015827377777777776,68000.0,0.7683973783730583
0.001899053333333333,1000.0,0.21693977183956606
0.001899053333333333,8444.444444444445,0.2644165395701795
0.001899053333333333,15888.888888888889,0.31189330730308185
0.001899053333333333,23333.333333333332,0.35937007503598417
0.001899053333333333,30777.777777777777,0.40684684276888655
0.001899053333333333,38222.22222222222,0.4543236105195007
0.001899053333333333,45666.666666666664,0.5018003782504961
0.001899053333333333,53111.11111111111,0.5492771459808935
0.001899053333333333,60555.555555555555,0.5967539137107686
0.001899053333333333,68000.0,0.644230681440187
0.0022153688888888884,1000.0,0.18924029441543713
0.0022153688888888884,8444.444444444445,0.22993821811837736
0.0022153688888888884,15888.888888888889,0.27063614182368345
0.0022153688888888884,23333.333333333332,0.3113340655289895
0.0022153688888888884,30777.777777777777,0.3520319892342955
0.0022153688888888884,38222.22222222222,0.39272991295541887
0.0022153688888888884,45666.666666666664,0.4334278366590687
0.0022153688888888884,53111.11111111111,0.47412576036219334
0.0022153688888888884,60555.555555555555,0.5148236840648589
0.0022153688888888884,68000.0,0.5555216077671237
0.002531684444444444,1000.0,0.16846251342092883
0.002531684444444444,8444.444444444445,0.20407552759842845
0.002531684444444444,15888.888888888889,0.23968854177837895
0.002531684444444444,23333.333333333332,0.2753015559583294
0.002531684444444444,30777.777777777777,0.3109145701382799
0.002531684444444444,38222.22222222222,0.3465275843326821
0.002531684444444444,45666.666666666664,0.3821405985111611
0.002531684444444444,53111.11111111111,0.41775361268916855
0.002531684444444444,60555.555555555555,0.45336662686676293
0.002531684444444444,68000.0,0.48897964104399744
0.002848,1000.0,0.1523001364562622
0.002848,8444.444444444445,0.18395776075821893
0.002848,15888.888888888889,0.21561538506271835
0.002848,23333.333333333332,0.24727300936721772
0.002848,30777.777777777777,0.2789306336717171
0.002848,38222.22222222222,0.3105882579896528
0.002848,45666.666666666664,0.3422458822928216
0.002848,53111.11111111111,0.3739035065955596
0.002848,60555.555555555555,0.40556113089792045
0.002848,68000.0,0.43721875519995185
