Flow Rate,Lamp Replacement Factor,LCOW
1.16e-06,0.5,2192.5690499633065
1.16e-06,0.875,2192.5699057463344
1.16e-06,1.25,2192.5707615293613
1.16e-06,1.625,2192.5716173123883
1.16e-06,2.0,2192.5724730954153
2.402e-05,0.5,105.91457349901238
2.402e-05,0.875,105.91542928203833
2.402e-05,1.25,105.91628506506426
2.402e-05,1.625,105.91714084809024
2.402e-05,2.0,105.9179966311162
4.6880000000000005e-05,0.5,54.28233819957958
4.6880000000000005e-05,0.875,54.283193982605525
4.6880000000000005e-05,1.25,54.284049765631465
4.6880000000000005e-05,1.625,54.28490554865742
4.6880000000000005e-05,2.0,54.28576133168337
6.973999999999999e-05,0.5,36.499053257045745
6.973999999999999e-05,0.875,36.49990904007169
6.973999999999999e-05,1.25,36.50076482309763
6.973999999999999e-05,1.625,36.50162060612359
6.973999999999999e-05,2.0,36.50247638914954
9.26e-05,0.5,27.496025199745674
9.26e-05,0.875,27.496880982771632
9.26e-05,1.25,27.497736765797583
9.26e-05,1.625,27.498592548823524
9.26e-05,2.0,27.499448331849486
