Flow Rate,Lamp Replacement Factor,LCOW
1.16e-06,0.5,2192.574287931212
1.16e-06,0.875,2192.577158887039
1.16e-06,1.25,2192.5800298428594
1.16e-06,1.625,2192.582900798613
1.16e-06,2.0,2192.5857717544245
2.402e-05,0.5,105.91981150797292
2.402e-05,0.875,105.92268246659089
2.402e-05,1.25,105.92555341955897
2.402e-05,1.625,105.92842437536805
2.402e-05,2.0,105.9312954193864
4.6880000000000005e-05,0.5,54.287576209485465
4.6880000000000005e-05,0.875,54.29044716691078
4.6880000000000005e-05,1.25,54.293318121071515
4.6880000000000005e-05,1.625,54.296189076880616
4.6880000000000005e-05,2.0,54.29906003185581
6.973999999999999e-05,0.5,36.50429126727722
6.973999999999999e-05,0.875,36.50716222718793
6.973999999999999e-05,1.25,36.51003317886327
6.973999999999999e-05,1.625,36.51290413467236
6.973999999999999e-05,2.0,36.515775089963235
9.26e-05,0.5,27.50126321014201
9.26e-05,0.875,27.504134169028063
9.26e-05,1.25,27.50700512172803
9.26e-05,1.625,27.509876077537132
9.26e-05,2.0,27.51274703298781
