Flow Rate,Lamp Replacement Factor,LCOW
1.16e-06,0.5,2192.5625272613456
1.16e-06,0.875,2192.5647413055453
1.16e-06,1.25,2192.566955349744
1.16e-06,1.625,2192.5691693939434
1.16e-06,2.0,2192.5713834381427
2.402e-05,0.5,105.90805080217855
2.402e-05,0.875,105.91026484637582
2.402e-05,1.25,105.9124788905731
2.402e-05,1.625,105.91469293477037
2.402e-05,2.0,105.91690697896765
4.6880000000000005e-05,0.5,54.27581550286376
4.6880000000000005e-05,0.875,54.27802954706103
4.6880000000000005e-05,1.25,54.28024359125831
4.6880000000000005e-05,1.625,54.28245763545561
4.6880000000000005e-05,2.0,54.28467167965287
6.973999999999999e-05,0.5,36.49253056037056
6.973999999999999e-05,0.875,36.494744604567835
6.973999999999999e-05,1.25,36.49695864876512
6.973999999999999e-05,1.625,36.4991726929624
6.973999999999999e-05,2.0,36.501386737159685
9.26e-05,0.5,27.489502503091053
9.26e-05,0.875,27.491716547288334
9.26e-05,1.25,27.493930591485615
9.26e-05,1.625,27.496144635682896
9.26e-05,2.0,27.498358679880184
