Flow Rate,Lamp Replacement Factor,LCOW
1.16e-06,0.5,2192.583029583466
1.16e-06,0.875,2192.589712463916
1.16e-06,1.25,2192.5963953443365
1.16e-06,1.625,2192.6030782247803
1.16e-06,2.0,2192.6097611052096
2.402e-05,0.5,105.92855313089488
2.402e-05,0.875,105.93523602336802
2.402e-05,1.25,105.94191889175686
2.402e-05,1.625,105.94860177219472
2.402e-05,2.0,105.95528474177323
4.6880000000000005e-05,0.5,54.296317831732246
4.6880000000000005e-05,0.875,54.303000718328285
4.6880000000000005e-05,1.25,54.309683592594176
4.6880000000000005e-05,1.625,54.31636647303206
4.6880000000000005e-05,2.0,54.323049352561476
6.973999999999999e-05,0.5,36.51303288929148
6.973999999999999e-05,0.875,36.51971577386341
6.973999999999999e-05,1.25,36.52639865015342
6.973999999999999e-05,1.625,36.5330815305913
6.973999999999999e-05,2.0,36.539764410436334
9.26e-05,0.5,27.510004832038526
9.26e-05,0.875,27.51668771558582
9.26e-05,1.25,27.523370592900463
9.26e-05,1.625,27.53005347333834
9.26e-05,2.0,27.536736353343187
