Flow Rate,Lamp Replacement Factor,LCOW
1.16e-06,0.5,29.802077896321553
1.16e-06,0.875,29.84355107343213
1.16e-06,1.25,29.885024250500933
1.16e-06,1.625,29.926497427600154
1.16e-06,2.0,29.967970604699357
2.402e-05,0.5,1.5527508654197122
2.402e-05,0.875,1.5942240424999705
2.402e-05,1.25,1.6356972195382133
2.402e-05,1.625,1.6771703966070548
2.402e-05,2.0,1.7186435736758965
4.6880000000000005e-05,0.5,0.8537487465935016
4.6880000000000005e-05,0.875,0.8952219236737792
4.6880000000000005e-05,1.25,0.9366951007115721
4.6880000000000005e-05,1.625,0.9781682777803699
4.6880000000000005e-05,2.0,1.0196414548491648
6.973999999999999e-05,0.5,0.6129969414001305
6.973999999999999e-05,0.875,0.6544701184804472
6.973999999999999e-05,1.25,0.6959432955176749
6.973999999999999e-05,1.625,0.73741647258644
6.973999999999999e-05,2.0,0.778889649655196
9.26e-05,0.5,0.4911130901317668
9.26e-05,0.875,0.532586267212135
9.26e-05,1.25,0.5740594442487156
9.26e-05,1.625,0.6155326213174517
9.26e-05,2.0,0.657005798386168
