Flow Rate,Lamp Replacement Factor,LCOW
1.16e-06,0.5,2089.413294490464
1.16e-06,0.875,2089.9051769147877
1.16e-06,1.25,2090.3970593391114
1.16e-06,1.625,2090.8889417634355
1.16e-06,2.0,2091.3808241877714
2.402e-05,0.5,102.12331695219328
2.402e-05,0.875,102.61519937616025
2.402e-05,1.25,103.10708180012715
2.402e-05,1.625,103.5989642240942
2.402e-05,2.0,104.0908466480612
4.6880000000000005e-05,0.5,52.94975952532068
4.6880000000000005e-05,0.875,53.44164194928779
4.6880000000000005e-05,1.25,53.93352437325492
4.6880000000000005e-05,1.625,54.425406797222024
4.6880000000000005e-05,2.0,54.91728922118916
6.973999999999999e-05,0.5,45.13053737479447
6.973999999999999e-05,0.875,45.62241979876159
6.973999999999999e-05,1.25,46.114302222728725
6.973999999999999e-05,1.625,46.60618464669585
6.973999999999999e-05,2.0,47.098067070662964
9.26e-05,0.5,34.305467925200624
9.26e-05,0.875,34.79735034916775
9.26e-05,1.25,35.28923277313487
9.26e-05,1.625,35.781115197102
9.26e-05,2.0,36.27299762106912
