Flow Rate,Lamp Replacement Factor,LCOW
1.16e-06,0.5,29.922276854643926
1.16e-06,0.875,30.0188162306605
1.16e-06,1.25,30.115355606659126
1.16e-06,1.625,30.211894982670817
1.16e-06,2.0,30.308434358682508
2.402e-05,0.5,1.6729498232570552
2.402e-05,0.875,1.7694891992030282
2.402e-05,1.25,1.8660285751307932
2.402e-05,1.625,1.9625679510718348
2.402e-05,2.0,2.0591073270128772
4.6880000000000005e-05,0.5,0.973947704421814
4.6880000000000005e-05,0.875,1.0704870803678563
4.6880000000000005e-05,1.25,1.1670264562952697
4.6880000000000005e-05,1.625,1.2635658322363315
4.6880000000000005e-05,2.0,1.3601052081773946
6.973999999999999e-05,0.5,0.733195899225464
6.973999999999999e-05,0.875,0.8297352751716216
6.973999999999999e-05,1.25,0.9262746510986215
6.973999999999999e-05,1.625,1.0228140270397488
6.973999999999999e-05,2.0,1.1193534029808763
9.26e-05,0.5,0.611312047955711
9.26e-05,0.875,0.7078514239020124
9.26e-05,1.25,0.8043907998285573
9.26e-05,1.625,0.9009301757697783
9.26e-05,2.0,0.9974695517109954
