# Flow Rate,Lamp Replacement Factor,LCOW,Specific Energy Consumption
5.327778e+00,1.000000e+00,4.202627e-01,1.331964e-01
5.327778e+00,1.166667e+00,4.435866e-01,1.331964e-01
5.327778e+00,1.333333e+00,4.669104e-01,1.331964e-01
5.327778e+00,1.500000e+00,4.902342e-01,1.331964e-01
5.327778e+00,1.666667e+00,5.135580e-01,1.331964e-01
5.327778e+00,1.833333e+00,5.368818e-01,1.331964e-01
5.327778e+00,2.000000e+00,5.602056e-01,1.331964e-01
5.818889e+00,5.000000e-01,3.405280e-01,1.219547e-01
5.818889e+00,6.666667e-01,3.618832e-01,1.219547e-01
5.818889e+00,8.333333e-01,3.832385e-01,1.219547e-01
5.818889e+00,1.000000e+00,4.045938e-01,1.219547e-01
5.818889e+00,1.166667e+00,4.259491e-01,1.219547e-01
5.818889e+00,1.333333e+00,4.473044e-01,1.219547e-01
5.818889e+00,1.500000e+00,4.686597e-01,1.219547e-01
5.818889e+00,1.666667e+00,4.900150e-01,1.219547e-01
5.818889e+00,1.833333e+00,5.113703e-01,1.219547e-01
5.818889e+00,2.000000e+00,5.327256e-01,1.219547e-01
6.310000e+00,5.000000e-01,3.322844e-01,1.124629e-01
6.310000e+00,6.666667e-01,3.519776e-01,1.124629e-01
6.310000e+00,8.333333e-01,3.716708e-01,1.124629e-01
6.310000e+00,1.000000e+00,3.913640e-01,1.124629e-01
6.310000e+00,1.166667e+00,4.110572e-01,1.124629e-01
6.310000e+00,1.333333e+00,4.307504e-01,1.124629e-01
6.310000e+00,1.500000e+00,4.504436e-01,1.124629e-01
6.310000e+00,1.666667e+00,4.701368e-01,1.124629e-01
6.310000e+00,1.833333e+00,4.898299e-01,1.124629e-01
6.310000e+00,2.000000e+00,5.095231e-01,1.124629e-01
