# Flow Rate,Lamp Replacement Factor,LCOW,Specific Energy Consumption
1.890000e+00,5.000000e-01,2.403024e-01,1.609163e-01
1.890000e+00,6.666667e-01,2.684802e-01,1.609163e-01
1.890000e+00,8.333333e-01,2.966580e-01,1.609163e-01
1.890000e+00,1.000000e+00,3.248358e-01,1.609163e-01
1.890000e+00,1.166667e+00,3.530136e-01,1.609163e-01
1.890000e+00,1.333333e+00,3.811914e-01,1.609163e-01
1.890000e+00,1.500000e+00,4.093692e-01,1.609163e-01
1.890000e+00,1.666667e+00,4.375470e-01,1.609163e-01
1.890000e+00,1.833333e+00,4.657248e-01,1.609163e-01
1.890000e+00,2.000000e+00,4.939026e-01,1.609163e-01
2.381111e+00,5.000000e-01,2.114776e-01,1.277269e-01
2.381111e+00,6.666667e-01,2.338436e-01,1.277269e-01
2.381111e+00,8.333333e-01,2.562097e-01,1.277269e-01
2.381111e+00,1.000000e+00,2.785757e-01,1.277269e-01
2.381111e+00,1.166667e+00,3.009418e-01,1.277269e-01
2.381111e+00,1.333333e+00,3.233078e-01,1.277269e-01
2.381111e+00,1.500000e+00,3.456738e-01,1.277269e-01
2.381111e+00,1.666667e+00,3.680399e-01,1.277269e-01
2.381111e+00,1.833333e+00,3.904059e-01,1.277269e-01
2.381111e+00,2.000000e+00,4.127720e-01,1.277269e-01
2.872222e+00,5.000000e-01,1.925101e-01,1.058873e-01
2.872222e+00,6.666667e-01,2.110518e-01,1.058873e-01
2.872222e+00,8.333333e-01,2.295936e-01,1.058873e-01
2.872222e+00,1.000000e+00,2.481353e-01,1.058873e-01
2.872222e+00,1.166667e+00,2.666771e-01,1.058873e-01
2.872222e+00,1.333333e+00,2.852188e-01,1.058873e-01
2.872222e+00,1.500000e+00,3.037606e-01,1.058873e-01
2.872222e+00,1.666667e+00,3.223023e-01,1.058873e-01
2.872222e+00,1.833333e+00,3.408441e-01,1.058873e-01
2.872222e+00,2.000000e+00,3.593858e-01,1.058873e-01
3.363333e+00,5.000000e-01,1.790818e-01,9.042572e-02
3.363333e+00,6.666667e-01,1.949161e-01,9.042572e-02
3.363333e+00,8.333333e-01,2.107504e-01,9.042572e-02
3.363333e+00,1.000000e+00,2.265847e-01,9.042572e-02
3.363333e+00,1.166667e+00,2.424190e-01,9.042572e-02
3.363333e+00,1.333333e+00,2.582533e-01,9.042572e-02
3.363333e+00,1.500000e+00,2.740876e-01,9.042572e-02
3.363333e+00,1.666667e+00,2.899219e-01,9.042572e-02
3.363333e+00,1.833333e+00,3.057562e-01,9.042572e-02
3.363333e+00,2.000000e+00,3.215905e-01,9.042572e-02
3.854444e+00,5.000000e-01,1.690754e-01,7.890419e-02
3.854444e+00,6.666667e-01,1.828922e-01,7.890419e-02
3.854444e+00,8.333333e-01,1.967090e-01,7.890419e-02
3.854444e+00,1.000000e+00,2.105258e-01,7.890419e-02
3.854444e+00,1.166667e+00,2.243425e-01,7.890419e-02
3.854444e+00,1.333333e+00,2.381593e-01,7.890419e-02
3.854444e+00,1.500000e+00,2.519761e-01,7.890419e-02
3.854444e+00,1.666667e+00,2.657929e-01,7.890419e-02
3.854444e+00,1.833333e+00,2.796097e-01,7.890419e-02
3.854444e+00,2.000000e+00,2.934265e-01,7.890419e-02
4.345556e+00,5.000000e-01,1.613308e-01,6.998687e-02
4.345556e+00,6.666667e-01,1.735860e-01,6.998687e-02
4.345556e+00,8.333333e-01,1.858413e-01,6.998687e-02
4.345556e+00,1.000000e+00,1.980966e-01,6.998687e-02
4.345556e+00,1.166667e+00,2.103519e-01,6.998687e-02
4.345556e+00,1.333333e+00,2.226072e-01,6.998687e-02
4.345556e+00,1.500000e+00,2.348625e-01,6.998687e-02
4.345556e+00,1.666667e+00,2.471178e-01,6.998687e-02
4.345556e+00,1.833333e+00,2.593731e-01,6.998687e-02
4.345556e+00,2.000000e+00,2.716283e-01,6.998687e-02
4.836667e+00,5.000000e-01,1.551589e-01,6.288046e-02
4.836667e+00,6.666667e-01,1.661698e-01,6.288046e-02
4.836667e+00,8.333333e-01,1.771807e-01,6.288046e-02
4.836667e+00,1.000000e+00,1.881916e-01,6.288046e-02
4.836667e+00,1.166667e+00,1.992025e-01,6.288046e-02
4.836667e+00,1.333333e+00,2.102134e-01,6.288046e-02
4.836667e+00,1.500000e+00,2.212243e-01,6.288046e-02
4.836667e+00,1.666667e+00,2.322352e-01,6.288046e-02
4.836667e+00,1.833333e+00,2.432460e-01,6.288046e-02
4.836667e+00,2.000000e+00,2.542569e-01,6.288046e-02
5.327778e+00,5.000000e-01,1.501248e-01,5.708418e-02
5.327778e+00,6.666667e-01,1.601208e-01,5.708418e-02
5.327778e+00,8.333333e-01,1.701167e-01,5.708418e-02
5.327778e+00,1.000000e+00,1.801126e-01,5.708418e-02
5.327778e+00,1.166667e+00,1.901085e-01,5.708418e-02
5.327778e+00,1.333333e+00,2.001044e-01,5.708418e-02
5.327778e+00,1.500000e+00,2.101004e-01,5.708418e-02
5.327778e+00,1.666667e+00,2.200963e-01,5.708418e-02
5.327778e+00,1.833333e+00,2.300922e-01,5.708418e-02
5.327778e+00,2.000000e+00,2.400881e-01,5.708418e-02
5.818889e+00,5.000000e-01,1.459406e-01,5.226631e-02
5.818889e+00,6.666667e-01,1.550928e-01,5.226631e-02
5.818889e+00,8.333333e-01,1.642451e-01,5.226631e-02
5.818889e+00,1.000000e+00,1.733974e-01,5.226631e-02
5.818889e+00,1.166667e+00,1.825496e-01,5.226631e-02
5.818889e+00,1.333333e+00,1.917019e-01,5.226631e-02
5.818889e+00,1.500000e+00,2.008542e-01,5.226631e-02
5.818889e+00,1.666667e+00,2.100064e-01,5.226631e-02
5.818889e+00,1.833333e+00,2.191587e-01,5.226631e-02
5.818889e+00,2.000000e+00,2.283110e-01,5.226631e-02
6.310000e+00,5.000000e-01,1.424076e-01,4.819839e-02
6.310000e+00,6.666667e-01,1.508475e-01,4.819839e-02
6.310000e+00,8.333333e-01,1.592875e-01,4.819839e-02
6.310000e+00,1.000000e+00,1.677274e-01,4.819839e-02
6.310000e+00,1.166667e+00,1.761674e-01,4.819839e-02
6.310000e+00,1.333333e+00,1.846073e-01,4.819839e-02
6.310000e+00,1.500000e+00,1.930472e-01,4.819839e-02
6.310000e+00,1.666667e+00,2.014872e-01,4.819839e-02
6.310000e+00,1.833333e+00,2.099271e-01,4.819839e-02
6.310000e+00,2.000000e+00,2.183671e-01,4.819839e-02
