# Flow Rate,Lamp Replacement Factor,LCOW,Specific Energy Consumption
1.890000e+00,5.000000e-01,1.953292e-01,3.264969e-01
1.890000e+00,6.666667e-01,2.125727e-01,3.264969e-01
1.890000e+00,8.333333e-01,2.298161e-01,3.264969e-01
1.890000e+00,1.000000e+00,2.470596e-01,3.264969e-01
1.890000e+00,1.166667e+00,2.643030e-01,3.264969e-01
1.890000e+00,1.333333e+00,2.815464e-01,3.264969e-01
1.890000e+00,1.500000e+00,2.987899e-01,3.264969e-01
1.890000e+00,1.666667e+00,3.160333e-01,3.264969e-01
1.890000e+00,1.833333e+00,3.332767e-01,3.264969e-01
1.890000e+00,2.000000e+00,3.505202e-01,3.264969e-01
2.381111e+00,5.000000e-01,1.743977e-01,2.591559e-01
2.381111e+00,6.666667e-01,1.880846e-01,2.591559e-01
2.381111e+00,8.333333e-01,2.017716e-01,2.591559e-01
2.381111e+00,1.000000e+00,2.154585e-01,2.591559e-01
2.381111e+00,1.166667e+00,2.291454e-01,2.591559e-01
2.381111e+00,1.333333e+00,2.428323e-01,2.591559e-01
2.381111e+00,1.500000e+00,2.565193e-01,2.591559e-01
2.381111e+00,1.666667e+00,2.702062e-01,2.591559e-01
2.381111e+00,1.833333e+00,2.838931e-01,2.591559e-01
2.381111e+00,2.000000e+00,2.975800e-01,2.591559e-01
2.872222e+00,5.000000e-01,1.606242e-01,2.148438e-01
2.872222e+00,6.666667e-01,1.719708e-01,2.148438e-01
2.872222e+00,8.333333e-01,1.833175e-01,2.148438e-01
2.872222e+00,1.000000e+00,1.946641e-01,2.148438e-01
2.872222e+00,1.166667e+00,2.060108e-01,2.148438e-01
2.872222e+00,1.333333e+00,2.173574e-01,2.148438e-01
2.872222e+00,1.500000e+00,2.287041e-01,2.148438e-01
2.872222e+00,1.666667e+00,2.400507e-01,2.148438e-01
2.872222e+00,1.833333e+00,2.513974e-01,2.148438e-01
2.872222e+00,2.000000e+00,2.627440e-01,2.148438e-01
3.363333e+00,5.000000e-01,1.508730e-01,1.834725e-01
3.363333e+00,6.666667e-01,1.605629e-01,1.834725e-01
3.363333e+00,8.333333e-01,1.702527e-01,1.834725e-01
3.363333e+00,1.000000e+00,1.799425e-01,1.834725e-01
3.363333e+00,1.166667e+00,1.896323e-01,1.834725e-01
3.363333e+00,1.333333e+00,1.993221e-01,1.834725e-01
3.363333e+00,1.500000e+00,2.090120e-01,1.834725e-01
3.363333e+00,1.666667e+00,2.187018e-01,1.834725e-01
3.363333e+00,1.833333e+00,2.283916e-01,1.834725e-01
3.363333e+00,2.000000e+00,2.380814e-01,1.834725e-01
3.854444e+00,5.000000e-01,1.436068e-01,1.600955e-01
3.854444e+00,6.666667e-01,1.520620e-01,1.600955e-01
3.854444e+00,8.333333e-01,1.605172e-01,1.600955e-01
3.854444e+00,1.000000e+00,1.689724e-01,1.600955e-01
3.854444e+00,1.166667e+00,1.774276e-01,1.600955e-01
3.854444e+00,1.333333e+00,1.858828e-01,1.600955e-01
3.854444e+00,1.500000e+00,1.943380e-01,1.600955e-01
3.854444e+00,1.666667e+00,2.027932e-01,1.600955e-01
3.854444e+00,1.833333e+00,2.112484e-01,1.600955e-01
3.854444e+00,2.000000e+00,2.197036e-01,1.600955e-01
4.345556e+00,5.000000e-01,1.379829e-01,1.420023e-01
4.345556e+00,6.666667e-01,1.454825e-01,1.420023e-01
4.345556e+00,8.333333e-01,1.529822e-01,1.420023e-01
4.345556e+00,1.000000e+00,1.604818e-01,1.420023e-01
4.345556e+00,1.166667e+00,1.679815e-01,1.420023e-01
4.345556e+00,1.333333e+00,1.754811e-01,1.420023e-01
4.345556e+00,1.500000e+00,1.829807e-01,1.420023e-01
4.345556e+00,1.666667e+00,1.904804e-01,1.420023e-01
4.345556e+00,1.833333e+00,1.979800e-01,1.420023e-01
4.345556e+00,2.000000e+00,2.054797e-01,1.420023e-01
4.836667e+00,5.000000e-01,1.335011e-01,1.275835e-01
4.836667e+00,6.666667e-01,1.402393e-01,1.275835e-01
4.836667e+00,8.333333e-01,1.469774e-01,1.275835e-01
4.836667e+00,1.000000e+00,1.537155e-01,1.275835e-01
4.836667e+00,1.166667e+00,1.604536e-01,1.275835e-01
4.836667e+00,1.333333e+00,1.671918e-01,1.275835e-01
4.836667e+00,1.500000e+00,1.739299e-01,1.275835e-01
4.836667e+00,1.666667e+00,1.806680e-01,1.275835e-01
4.836667e+00,1.833333e+00,1.874062e-01,1.275835e-01
4.836667e+00,2.000000e+00,1.941443e-01,1.275835e-01
5.327778e+00,5.000000e-01,1.298456e-01,1.158230e-01
5.327778e+00,6.666667e-01,1.359626e-01,1.158230e-01
5.327778e+00,8.333333e-01,1.420796e-01,1.158230e-01
5.327778e+00,1.000000e+00,1.481966e-01,1.158230e-01
5.327778e+00,1.166667e+00,1.543137e-01,1.158230e-01
5.327778e+00,1.333333e+00,1.604307e-01,1.158230e-01
5.327778e+00,1.500000e+00,1.665477e-01,1.158230e-01
5.327778e+00,1.666667e+00,1.726647e-01,1.158230e-01
5.327778e+00,1.833333e+00,1.787817e-01,1.158230e-01
5.327778e+00,2.000000e+00,1.848987e-01,1.158230e-01
5.818889e+00,5.000000e-01,1.268071e-01,1.060476e-01
5.818889e+00,6.666667e-01,1.324079e-01,1.060476e-01
5.818889e+00,8.333333e-01,1.380086e-01,1.060476e-01
5.818889e+00,1.000000e+00,1.436093e-01,1.060476e-01
5.818889e+00,1.166667e+00,1.492101e-01,1.060476e-01
5.818889e+00,1.333333e+00,1.548108e-01,1.060476e-01
5.818889e+00,1.500000e+00,1.604116e-01,1.060476e-01
5.818889e+00,1.666667e+00,1.660123e-01,1.060476e-01
5.818889e+00,1.833333e+00,1.716130e-01,1.060476e-01
5.818889e+00,2.000000e+00,1.772138e-01,1.060476e-01
6.310000e+00,5.000000e-01,1.242416e-01,9.779383e-02
6.310000e+00,6.666667e-01,1.294064e-01,9.779383e-02
6.310000e+00,8.333333e-01,1.345713e-01,9.779383e-02
6.310000e+00,1.000000e+00,1.397361e-01,9.779383e-02
6.310000e+00,1.166667e+00,1.449009e-01,9.779383e-02
6.310000e+00,1.333333e+00,1.500658e-01,9.779383e-02
6.310000e+00,1.500000e+00,1.552306e-01,9.779383e-02
6.310000e+00,1.666667e+00,1.603954e-01,9.779383e-02
6.310000e+00,1.833333e+00,1.655603e-01,9.779383e-02
6.310000e+00,2.000000e+00,1.707251e-01,9.779383e-02
