# Flow Rate,Lamp Replacement Factor,LCOW,Specific Energy Consumption
5.818889e+00,6.666667e-01,1.607810e-01,1.287721e-01
5.818889e+00,8.333333e-01,1.675819e-01,1.287721e-01
5.818889e+00,1.000000e+00,1.743828e-01,1.287721e-01
5.818889e+00,1.166667e+00,1.811837e-01,1.287721e-01
5.818889e+00,1.333333e+00,1.879846e-01,1.287721e-01
5.818889e+00,1.500000e+00,1.947855e-01,1.287721e-01
5.818889e+00,1.666667e+00,2.015864e-01,1.287721e-01
5.818889e+00,1.833333e+00,2.083873e-01,1.287721e-01
5.818889e+00,2.000000e+00,2.151882e-01,1.287721e-01
6.310000e+00,5.000000e-01,1.508648e-01,1.187497e-01
6.310000e+00,6.666667e-01,1.571364e-01,1.187497e-01
6.310000e+00,8.333333e-01,1.634080e-01,1.187497e-01
6.310000e+00,1.000000e+00,1.696796e-01,1.187497e-01
6.310000e+00,1.166667e+00,1.759511e-01,1.187497e-01
6.310000e+00,1.333333e+00,1.822227e-01,1.187497e-01
6.310000e+00,1.500000e+00,1.884943e-01,1.187497e-01
6.310000e+00,1.666667e+00,1.947659e-01,1.187497e-01
6.310000e+00,1.833333e+00,2.010375e-01,1.187497e-01
6.310000e+00,2.000000e+00,2.073090e-01,1.187497e-01
