# Flow Rate,Lamp Replacement Factor,LCOW,Specific Energy Consumption
1.890000e+00,5.000000e-01,1.674251e-01,2.798545e-01
1.890000e+00,6.666667e-01,1.822052e-01,2.798545e-01
1.890000e+00,8.333333e-01,1.969852e-01,2.798545e-01
1.890000e+00,1.000000e+00,2.117653e-01,2.798545e-01
1.890000e+00,1.166667e+00,2.265454e-01,2.798545e-01
1.890000e+00,1.333333e+00,2.413255e-01,2.798545e-01
1.890000e+00,1.500000e+00,2.561056e-01,2.798545e-01
1.890000e+00,1.666667e+00,2.708857e-01,2.798545e-01
1.890000e+00,1.833333e+00,2.856658e-01,2.798545e-01
1.890000e+00,2.000000e+00,3.004459e-01,2.798545e-01
2.381111e+00,5.000000e-01,1.494837e-01,2.221337e-01
2.381111e+00,6.666667e-01,1.612154e-01,2.221337e-01
2.381111e+00,8.333333e-01,1.729470e-01,2.221337e-01
2.381111e+00,1.000000e+00,1.846787e-01,2.221337e-01
2.381111e+00,1.166667e+00,1.964103e-01,2.221337e-01
2.381111e+00,1.333333e+00,2.081420e-01,2.221337e-01
2.381111e+00,1.500000e+00,2.198737e-01,2.221337e-01
2.381111e+00,1.666667e+00,2.316053e-01,2.221337e-01
2.381111e+00,1.833333e+00,2.433370e-01,2.221337e-01
2.381111e+00,2.000000e+00,2.550686e-01,2.221337e-01
2.872222e+00,5.000000e-01,1.376779e-01,1.841518e-01
2.872222e+00,6.666667e-01,1.474036e-01,1.841518e-01
2.872222e+00,8.333333e-01,1.571293e-01,1.841518e-01
2.872222e+00,1.000000e+00,1.668550e-01,1.841518e-01
2.872222e+00,1.166667e+00,1.765807e-01,1.841518e-01
2.872222e+00,1.333333e+00,1.863064e-01,1.841518e-01
2.872222e+00,1.500000e+00,1.960321e-01,1.841518e-01
2.872222e+00,1.666667e+00,2.057578e-01,1.841518e-01
2.872222e+00,1.833333e+00,2.154834e-01,1.841518e-01
2.872222e+00,2.000000e+00,2.252091e-01,1.841518e-01
3.363333e+00,5.000000e-01,1.293198e-01,1.572621e-01
3.363333e+00,6.666667e-01,1.376253e-01,1.572621e-01
3.363333e+00,8.333333e-01,1.459309e-01,1.572621e-01
3.363333e+00,1.000000e+00,1.542364e-01,1.572621e-01
3.363333e+00,1.166667e+00,1.625420e-01,1.572621e-01
3.363333e+00,1.333333e+00,1.708476e-01,1.572621e-01
3.363333e+00,1.500000e+00,1.791531e-01,1.572621e-01
3.363333e+00,1.666667e+00,1.874587e-01,1.572621e-01
3.363333e+00,1.833333e+00,1.957642e-01,1.572621e-01
3.363333e+00,2.000000e+00,2.040698e-01,1.572621e-01
3.854444e+00,5.000000e-01,1.230915e-01,1.372247e-01
3.854444e+00,6.666667e-01,1.303388e-01,1.372247e-01
3.854444e+00,8.333333e-01,1.375862e-01,1.372247e-01
3.854444e+00,1.000000e+00,1.448335e-01,1.372247e-01
3.854444e+00,1.166667e+00,1.520808e-01,1.372247e-01
3.854444e+00,1.333333e+00,1.593281e-01,1.372247e-01
3.854444e+00,1.500000e+00,1.665754e-01,1.372247e-01
3.854444e+00,1.666667e+00,1.738227e-01,1.372247e-01
3.854444e+00,1.833333e+00,1.810700e-01,1.372247e-01
3.854444e+00,2.000000e+00,1.883173e-01,1.372247e-01
4.345556e+00,5.000000e-01,1.182711e-01,1.217163e-01
4.345556e+00,6.666667e-01,1.246993e-01,1.217163e-01
4.345556e+00,8.333333e-01,1.311276e-01,1.217163e-01
4.345556e+00,1.000000e+00,1.375559e-01,1.217163e-01
4.345556e+00,1.166667e+00,1.439841e-01,1.217163e-01
4.345556e+00,1.333333e+00,1.504124e-01,1.217163e-01
4.345556e+00,1.500000e+00,1.568406e-01,1.217163e-01
4.345556e+00,1.666667e+00,1.632689e-01,1.217163e-01
4.345556e+00,1.833333e+00,1.696972e-01,1.217163e-01
4.345556e+00,2.000000e+00,1.761254e-01,1.217163e-01
4.836667e+00,5.000000e-01,1.144295e-01,1.093573e-01
4.836667e+00,6.666667e-01,1.202051e-01,1.093573e-01
4.836667e+00,8.333333e-01,1.259806e-01,1.093573e-01
4.836667e+00,1.000000e+00,1.317562e-01,1.093573e-01
4.836667e+00,1.166667e+00,1.375317e-01,1.093573e-01
4.836667e+00,1.333333e+00,1.433072e-01,1.093573e-01
4.836667e+00,1.500000e+00,1.490828e-01,1.093573e-01
4.836667e+00,1.666667e+00,1.548583e-01,1.093573e-01
4.836667e+00,1.833333e+00,1.606339e-01,1.093573e-01
4.836667e+00,2.000000e+00,1.664094e-01,1.093573e-01
5.327778e+00,5.000000e-01,1.112962e-01,9.927684e-02
5.327778e+00,6.666667e-01,1.165394e-01,9.927684e-02
5.327778e+00,8.333333e-01,1.217825e-01,9.927684e-02
5.327778e+00,1.000000e+00,1.270257e-01,9.927684e-02
5.327778e+00,1.166667e+00,1.322688e-01,9.927684e-02
5.327778e+00,1.333333e+00,1.375120e-01,9.927684e-02
5.327778e+00,1.500000e+00,1.427552e-01,9.927684e-02
5.327778e+00,1.666667e+00,1.479983e-01,9.927684e-02
5.327778e+00,1.833333e+00,1.532415e-01,9.927684e-02
5.327778e+00,2.000000e+00,1.584846e-01,9.927684e-02
5.818889e+00,5.000000e-01,1.086918e-01,9.089792e-02
5.818889e+00,6.666667e-01,1.134924e-01,9.089792e-02
5.818889e+00,8.333333e-01,1.182931e-01,9.089792e-02
5.818889e+00,1.000000e+00,1.230937e-01,9.089792e-02
5.818889e+00,1.166667e+00,1.278944e-01,9.089792e-02
5.818889e+00,1.333333e+00,1.326950e-01,9.089792e-02
5.818889e+00,1.500000e+00,1.374956e-01,9.089792e-02
5.818889e+00,1.666667e+00,1.422963e-01,9.089792e-02
5.818889e+00,1.833333e+00,1.470969e-01,9.089792e-02
5.818889e+00,2.000000e+00,1.518975e-01,9.089792e-02
6.310000e+00,5.000000e-01,1.064928e-01,8.382328e-02
6.310000e+00,6.666667e-01,1.109198e-01,8.382328e-02
6.310000e+00,8.333333e-01,1.153468e-01,8.382328e-02
6.310000e+00,1.000000e+00,1.197738e-01,8.382328e-02
6.310000e+00,1.166667e+00,1.242008e-01,8.382328e-02
6.310000e+00,1.333333e+00,1.286278e-01,8.382328e-02
6.310000e+00,1.500000e+00,1.330548e-01,8.382328e-02
6.310000e+00,1.666667e+00,1.374818e-01,8.382328e-02
6.310000e+00,1.833333e+00,1.419088e-01,8.382328e-02
6.310000e+00,2.000000e+00,1.463358e-01,8.382328e-02
